split,filename,path,sha256,dhash
train,00013.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00013.jpg,31bacce190a59a1cff2ffa2e2f4a0cdcad17a01801642d027305376ecede0334,17357120254897610976
train,00014.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00014.jpg,6f14047cd493ff53606b9e02a77476f9c7d9d3bf0a10e8756bf9724ad28e4872,6870196000655360
train,00015.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00015.jpg,7fcf053687a72dcde62ea4acd039b3cbdf9f6d6f8e4d63c6f349b99a2fdf5df9,9275968334211381736
train,00016.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00016.jpg,1ca672f7c8c0ec7fcc20fbc18845f8fa0aea45d6b9941cff9b4a0dba1f77b6e1,41944740
train,00017.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00017.jpg,43e8fa0206418853b6f6c9f2888dca0b849c1a75cb4abc56e99c75a54a4c8b4c,16208720010890232032
train,00018.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00018.jpg,57c0e92ef93bdbc9c3e25c2ac29b930da8b28288c3f07c7430a11b5afe02d6c0,53821313029
train,00019.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00019.jpg,276d54a314749aa51812c42edeeb0533e811b2091e4af90741e5f458cb3ae9f3,2319397892044363800
train,00020.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00020.jpg,468de146dbd5b384e8aa083e6ddf21266d57de54e4fb8f9413864e4efefa4efe,7052885286659878912
train,00021.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00021.jpg,beaa575dc9e4eb310f56c1f85f536cbe18faa9a3d4c5fdbf9ef3b1f4b9898f4f,17934728828823337205
train,00022.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00022.jpg,0c1ab54117f4bbebef12a84b60fe0db5c8f048c6a3087b9401e5214dc89a9394,15622115777516695150
train,00023.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00023.jpg,b087b0b56b39762bede51bf4c637d3a2f5cebd0715b1f66499afe2331a646521,7018078753589365029
train,00024.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00024.jpg,40e9f84c7058e2ae56b4ff687200a2b6131ee95f9e4b68c119a15291fc5c6ea0,15042234724079690996
train,00025.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00025.jpg,16c9c3a6f132566059b2dc98d27bc4bd5f2d6c76928ca68791cb18d412804930,18374364389601892286
train,00026.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00026.jpg,ee7899ba6824de942e93ff2f6c59171a925233fa2fb0c7f9977221ee70f6f01e,7515429362469751024
train,00027.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00027.jpg,ee66e6075487e874ab2880c8f14fde1f3bf2aaf897ad8dfe6a9df7dee7415278,4624104558218707988
train,00028.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00028.jpg,c174b49ebd09706893a68864b09a28ce3c5347a212134b510c878129c1280dcd,13889295161543651621
train,00029.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00029.jpg,9fb5fd8cc1e338081dd418f0e6f32df8d323c983ce0112437a020566bb3386f7,1016701965835312185
train,00030.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00030.jpg,a08a4c6de57d7b922a2c457af422d12003ea795af3ff1fbfc576ff2651c5dfae,17361641493784195073
train,00031.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00031.jpg,dee326329b0f8dcb446aceee726c562ff81b3b7bf1385caf07f959e9be75131f,9178278227352686191
train,00032.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00032.jpg,037b51836e195f7bcc470946074cd6ad1ee7f7465ad328a17d1938e2092e6d2d,17930817822306131706
train,00033.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00033.jpg,1755f6facb1ba7db1b3937e6bd8a27041e3da845e73566a624de8e3c7bce4df4,10997883994625055000
train,00034.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00034.jpg,6796a4e90061d1ad0fd1513a715e191cac4e03e555472866124ead54bc41334a,15916288203523605443
train,00035.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00035.jpg,25942917b392e61a9a4d76eaf64e90cf34e2ea85d64236a03041343863ee85eb,9223478508946505130
train,00036.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00036.jpg,002f77ed62904533c83c56b632d9c0ee3fbf03df02db9df655c41c94ccbf9a6c,13920795259754897856
train,00037.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00037.jpg,8fb167ec15897e6effb59f7f6522339816bbe1d4702997dc8c8c1f76664f140d,9022845089597464757
train,00038.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00038.jpg,b355cd36c880bbd42f785f51184dc791368590d1d25e741fd6bdd28d82dc81ff,7631846030579674384
train,00039.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00039.jpg,3991629083050d4e8a808653c14333e74b0a638ad34956ba1371c08002266d98,13320093798805978232
train,00040.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00040.jpg,51a2aa72be0acbb597a40d7686e61def2d902e93a6b690f2dbacf25c60c1c31d,582419066280743936
train,00041.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00041.jpg,40d1beeddd909dc283685d24c02f5e92636f8450fbb0e8593a270eeb215ed10f,17343893980411361505
train,00042.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00042.jpg,b9713470101314f24d9c52fa70976926de6c5b35288cf57f8de93843f8b52aca,1157444012028926464
train,00043.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00043.jpg,6ee07f3892b3735f15e35776878e4410044e030a636c6374c699d941f7bad0bf,578783474525699311
train,00044.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00044.jpg,12b5ffc2a799f4d8bc1b80defb9fa517e9a07f3d1cf308c7cbf01cf94e13714d,13898351221832472792
train,00045.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00045.jpg,8917b275b90aa45d0da270cfc9a4fbd4717fd00b5e3120970177695bd75330ae,2355550138314649423
train,00046.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00046.jpg,7545fd9a643840389583cf4b481273a5e2104bccfa8ea1248ad496b7d2d00683,45261331479701728
train,00047.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00047.jpg,c7d3b488e0c9c2df5f44c67c17c4a6a88544a96eea94f461b7394b646a65889b,16203273780727558304
train,00048.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00048.jpg,d5784d50ab697cc5dd375cdf21f799b3470b760db76e298512315a1282212197,9063403675484376
train,00049.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00049.jpg,f48a037a57775b7d7ce0e1537f1c0b2e5f30401f51c0b24f17cb0f733ea119ff,9229014765156852016
train,00050.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00050.jpg,6563febd026bb4fd59d5e92298a200ef75b1fa59f078295fd8dd851e71b2ab9e,14182060561728855196
train,00051.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00051.jpg,88f0927382ca7163f73a7a0c60bed9a8d73757953534555c7e08ed6280177ec1,613433600798159088
train,00052.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00052.jpg,13e459a77bddacfc66f7bfc9b6ee0a6d5ad2ff39d5f5016628dc3515bd54ee19,17361535514765750843
train,00053.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00053.jpg,5a941fddffcbfc1fb0a33173e0e8a8c010ee46889aa4ebc0358c56a425ac4343,941031415022980533
train,00054.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00054.jpg,ea348b168b8c814864f1e61b3bb48dffb3a0e45f09a02d896cbacc8c9a88c1ef,7485957267497842295
train,00055.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00055.jpg,454cd730c25dd129589a5f11dcf1349c97ba937d2f65a91c0bff1076614bd72a,4652334199311284664
train,00056.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00056.jpg,a119096f918c5a687ff1ca3f6595e6a52af4a5290e3db5a165eb9f6ee38656ba,17935841603298081080
train,00057.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00057.jpg,56ebefebd2fa96aa70c40e87e38ad704fef75f933e373033793ef6497fdb62aa,16159153130999795792
train,00058.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00058.jpg,f2c386d250c21929a1652fd896fdbf99c4ad57af439c1a438400918fbedba4a8,5656128801212417
train,00059.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00059.jpg,e30c6c1f2c0e7ca352a6e96de1627816baa7152c7cdcc29653d0fa7f489c4239,4643317769141006568
train,00060.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00060.jpg,4c7ca8913c8209bd60301084a7be53efebd258687dc87dba1b6805f4f1de1474,8194750098023774644
train,00061.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00061.jpg,7e48b36269f1f3a5b60fdda01e21753ca7cef3001cbe1fa8d17c1768a9fa5ac7,9231005997836290256
train,00062.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00062.jpg,a3803dcc75bc1f1de34384ebe9c22523d5acdf7940c3a074385f88b2845a4c97,10865181360889897584
train,00063.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00063.jpg,487547cb1ba960d06be353ff5599f930b6619b4efa906b593936dc03e4bec38b,16209162070783904777
train,00064.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00064.jpg,7df57f303985563336d3990514556f17646114fb1459a15690bbfb6db5268175,4671610471200909448
train,00065.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00065.jpg,61c1da8f2e264dd647118e1218a24da29312bf5630227850b336c76acf5ebbb7,17345892027256596729
train,00066.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00066.jpg,147caca528de712ae0d96ebfcdcd520384459dfa063ecc3082bc930ace3910ac,198772434425856
train,00067.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00067.jpg,0f4f241bf1429ff7ac93a0f97eff1dfaff94462babdcd70850ececf06d8dcd10,8747504939609402542
train,00068.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00068.jpg,42f563d029b343607efd368f0c0cdd3361fde1c4748bd86f5c474b9fcb3c7a6c,5068618370054260875
train,00069.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00069.jpg,09a153db9275291370b2b4f547a3fb9a20d8c3c6f83fdf4aa7c754ec065c8c79,13875767339659747472
train,00070.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00070.jpg,84ff76a0463105f947af0c8e16eb71119497cbd16a0e8139ea76264897e3b2ab,9096029415742627839
train,00071.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00071.jpg,39466299a31c727ead938a874977af0e7ac43bc4decd230c5590a28d0830d29a,17931284817535497364
train,00072.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00072.jpg,b9525129777829cd3366ed13485b5626bbcd07d06064f896b476efecbc8fcf60,1153141819927171088
train,00073.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00073.jpg,ac7d400905fd96b4f535aa7d6faa00a7c762b1b137305e93dd26bd7428d29340,11544527051410354834
train,00074.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00074.jpg,6cbd833818e5dd5937c887508e7ac9e53884097aa2e0d07d2af0eef59a25daba,2310443580798010880
train,00075.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00075.jpg,d085c7d8e9d865527c2138689c0da1d4d412d01259f7e4659f180cf122baaa98,14678241149518263536
train,00076.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00076.jpg,3939c51b0c8fac9b047ac9333068e0f01c9c5a015a2fc07947120b1f3ed43e1c,17642908220082003428
train,00077.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00077.jpg,bb7edf358ef513fffad7dfdde4eb4795c3af1f7616872777836ee306e98987c8,10975471049173168284
train,00078.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00078.jpg,04fa4a25fff28faa597db7e1041a19b2d7298f6dc09f1c598034e5b0128f409f,9280838061725256192
train,00079.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00079.jpg,61f3bfd06992d83b37dfc98aedc5c849ad85dae8f82c7ab2dda5367172054cb5,5095036875598401439
train,00080.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00080.jpg,54202df47b1e27226d4d70a35961a445687ae38690d66a5ae35441a53738cc92,9306984504219959299
train,00081.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00081.jpg,4ef10e3ea15e558fe0c62b6ddaead506e654d65d825aada1c4a816bca709cc4c,17909176409780969712
train,00082.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00082.jpg,d9ee344db379f081bca217cac1188273e8f0932a198d535059ee1446c4693042,10262675678345088228
train,00083.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00083.jpg,9a20a822fd0755efb7365f3afceb09b70b553037c5bba66764696bd955d235cb,18185988104813989628
train,00084.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00084.jpg,4591c90ff364a1c0145b4a1f2f3e33c1e7344d6505292dfa1560f985f08791ff,13900974452106695834
train,00085.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00085.jpg,6d5165030c2dd8cb36448719cb45af2ac072383eb98c9c62081f41d825f62d17,18226336998982865650
train,00086.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00086.jpg,4922542662f19728b50a10628180434fedcac17df881b11a1858e7d0bd8efebc,1473301995990606297
train,00087.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00087.jpg,6a61221ac87b4c4c2d2a49c680647582b3a9d95903ce2c56dc02ea9a8c296eed,12721116238972911358
train,00088.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00088.jpg,974bc214bf1cfff1ef7a9ed21c04074b3e4b6d5d09a3308eb067da6df26eee78,5344381937153495040
train,00089.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00089.jpg,6538a6bdab6a79f949237e60c96a8059486048fa84dd91a5254ab11904d991b9,1162034674950742048
train,00090.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00090.jpg,92470ea8a048ac6291fe4c09f6b7bb9568c7888e203f9de2d0e0e8c8ac2984b5,15842492268418100969
train,00091.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00091.jpg,c9f0aa22a4e44dc65dcb755bd0016d5fb7f9ea1742eaa9ea76cf92bae12cc69a,10022490521545531840
train,00092.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00092.jpg,c245c32ce4df36e2a19514c91a7be1d6d78b0c7ca4e58e1f160ea3f2aba8297c,16782924462124769587
train,00093.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00093.jpg,42ca809a440e1759b4363c9869fbaab26eebe454dcae29e1e2459b31a4a472f4,4740991923468061340
train,00094.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00094.jpg,f170656d5d2dc658ace11fa03d9fc3e7178a51363af9971bd45cdd28a6394195,17786357355495486716
train,00095.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00095.jpg,d6031a8e730d467aa3eb48ec5d566be31d1c2da8007422e9a42d2ccf6409a8c6,17904572354624066762
train,00096.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00096.jpg,31915cc9123027134de8875af9a8ee19f05bae97387758f42b87013449b493a9,16196862670732316912
train,00097.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00097.jpg,a0ef8ad3d71b38b2c4914d487ae96d5c6f0562794ea6a495664e6562373fcde3,12157965956784309712
train,00098.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00098.jpg,5c86633b5bcc4638717c228a08f8fedcb0987a25924ba7e5faf6406b9fecdcce,13179438534685565513
train,00099.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00099.jpg,1cfa4e697b8ffeecfb7995f65d68a89ab0bb02ea86a09d77a129d20bfdc2dcc3,14683643015691561456
train,00100.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00100.jpg,fbc691cff8949bc8643f2e26bc1b984f5d48d6ae99b7c6f848ca687f19e3511a,18221034800385162432
train,00101.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00101.jpg,da9a1cafeed89f7180f0d2c232ae9f75d6f13101fb01db26bbf08ddba12c5977,17063242002812150976
train,00102.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00102.jpg,b0941b01cfcea8709b8bac2e79de535eb5d349fb55e6c82a2c065d9e48dc0596,798059001242418751
train,00103.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00103.jpg,d9926450119ef801a91eab1b0cef2eb2152e5d0404075c55aa74184f34d123ea,4918023763230722112
train,00104.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00104.jpg,2dd2431d512135116929c09b319ae9227b4d3c8a9897d595292abc790cb78ace,9808862013207085120
train,00105.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00105.jpg,103ecdae90d6a2af571381bd963af91ba02eb5fde0282ea7d22b23801b917f5b,11241548732317179979
train,00106.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00106.jpg,92b6a2566871c008b59223cbeaab8ed340e5e5432e08fea5ada87b416f5dbea3,8028075261241600004
train,00107.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00107.jpg,408d2d20ad883d0fdbb60d7b2ce0893ee1c37a29e1e938bb6b31283b259e3c68,11429802086760521940
train,00108.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00108.jpg,4848ef31a68011f2fdd49da75b66858be5de49476b53bc5b6fff237f5ac8f17c,11068540949613851057
train,00109.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00109.jpg,4892f1a4640e1749a35e7fa89bfcd9d4b116da3295c7df905271fe5bd3dd8388,17352480785900728569
train,00110.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00110.jpg,3ec34d27cb2500d8e6af26051668d5c8f199931da84543699f92ee2fca0aceaa,4783501139207852305
train,00111.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00111.jpg,55f2aa6ea78b18b3c259447214fd5f08f1894fd38275deb5884c6e07ce2961aa,15625477146673459376
train,00112.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00112.jpg,b4996a6e758cac2fe4f1ae191ef46fb81a50142657f027efbf0ec7dc33086a34,9230236616981774400
train,00113.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00113.jpg,22c9f1cd57c7d4067e0b5d68787a9ad230e1603701707bc461401726cf06ed40,18346516751115591611
train,00114.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00114.jpg,4ed892b3defbcf08acb858aab76db064aaab3eaedeccb980ab32441546633232,17920021623851252472
train,00115.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00115.jpg,48eb312b587fe3b42dedfcc9b44209b973f791c3444319dd6d1135c171a05d78,2251543763035807486
train,00116.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00116.jpg,8080b3cd1fc5e3e82c16a5055e7d7f255a68d7df49d1535446203a52aa31a527,17906327579438671269
train,00117.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00117.jpg,f33cd8d4af8b5304e85e2c282757ab9fcacb727367e2d791c0507ee63c79263c,11429780680580389104
train,00118.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00118.jpg,d7a7ab9a35a9b9c16550b759884d452ada9ce80b3ab908eaeb5efae9ea9a5fa1,9241421761508417536
train,00119.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00119.jpg,4f0e9d644829981b11462f8f54a8580dafcaa29c87305dcb81945d02c5311e40,8714730132162539760
train,00120.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00120.jpg,042500c8cc6401bd33ea2350d5ce645203b1f495f6627373d648628798ef38c0,505823778962430152
train,00121.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00121.jpg,9e0bfbcbe1cdc74b530dac44bad643c145e6353b42ce0c758b9b80f0ee7ea274,14435177053175181432
train,00122.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00122.jpg,d9a242c280293432d81f8b3beee55e76e968818696955101b7ffaf87523a1bbd,7059613284074316016
train,00123.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00123.jpg,89398ee29357a0b8560906ca3ca8b7f81d80bcf108f98cde15fc9f460a9962b5,867522516976117558
train,00124.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00124.jpg,277f5ac60d64a1eeafc3f381867a849ff76fa0b056e4349d20fc8be9a56dd579,16204445903979860112
train,00125.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00125.jpg,610a31481ed09f69922b31819ff87cc9a33474d947a2c69b165c6c7b0684bc1e,16208675623470149680
train,00126.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00126.jpg,a4253530b48f3e8111c0c6578e3435dd7d97e055823d972c55ddef8e7ef6af7a,10488909992241946848
train,00127.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00127.jpg,58ace93963dc774263849e04e9aeb80f7cb07e6c9e00f78b0246e6eb6dcad46c,10531135805912307952
train,00128.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00128.jpg,aaf102710716e8cdf1be556d3961812dd0d01c1a1aaa09b375d4a4869431b1f0,3190489090922120200
train,00129.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00129.jpg,930526509ef9d8d5dd896857a64b0acaf9f059764ed8571dff775de94cebdcd6,13376683230695949444
train,00130.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00130.jpg,3241b0df126c736920b867326a531245655dc788065d45ebe18ddced8b216476,17337952460268955849
train,00131.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00131.jpg,22700dc1e713e6161cc449f08934f852e68a2c06b984787a1e4d4dbeeba73915,72128015874658608
train,00132.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00132.jpg,8e435be60591f8bed4b05b708c8f6c261d89f259a893b94aa549f34e60dc4d97,17343506627898212753
train,00133.jpg,D:\master\Master_Drone_Detection\02_datasets\DUT_Anti_UAV\images\train\00133.jpg,982dafc73f5a44ec42c01f05e76b3506d56880ddbd21dcccf7e5889434810782,17921155633021517758
