epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
25,7110.66,1.50403,0.73125,0.00306,0.94622,0.88617,0.92603,0.59555,1.4412,0.58397,0.00391,0.0015248,0.0015248,0.0015248
26,7333.59,1.52109,0.72457,0.00326,0.95412,0.87275,0.93067,0.6188,1.35981,0.57053,0.00374,0.001505,0.001505,0.001505
27,7556.17,1.4945,0.7238,0.00316,0.9569,0.89012,0.93209,0.60043,1.38611,0.57106,0.00358,0.0014852,0.0014852,0.0014852
28,7779.48,1.48812,0.70006,0.00333,0.96131,0.89164,0.93386,0.61523,1.36882,0.57214,0.00372,0.0014654,0.0014654,0.0014654
29,8002.14,1.49411,0.71407,0.00305,0.96599,0.8995,0.94156,0.62699,1.31592,0.53447,0.00345,0.0014456,0.0014456,0.0014456
30,8224.46,1.45929,0.68511,0.00293,0.96132,0.88821,0.93429,0.6152,1.35368,0.56167,0.00366,0.0014258,0.0014258,0.0014258
31,8447,1.42905,0.68462,0.00294,0.96022,0.90233,0.93941,0.61367,1.36714,0.54333,0.00343,0.001406,0.001406,0.001406
32,8669.75,1.45046,0.68201,0.00312,0.96327,0.89393,0.93961,0.61815,1.38924,0.54428,0.00395,0.0013862,0.0013862,0.0013862
33,8892.36,1.46329,0.67303,0.00302,0.96678,0.90347,0.94251,0.63028,1.30977,0.5188,0.00328,0.0013664,0.0013664,0.0013664
34,9142.2,1.44997,0.66126,0.00307,0.97126,0.90424,0.94436,0.63611,1.29568,0.49828,0.00339,0.0013466,0.0013466,0.0013466
35,9378.51,1.43238,0.65795,0.00302,0.96669,0.90794,0.94357,0.63565,1.29906,0.52253,0.00332,0.0013268,0.0013268,0.0013268
36,9605.42,1.42792,0.66986,0.00288,0.96924,0.90178,0.94682,0.6269,1.33962,0.53489,0.00348,0.001307,0.001307,0.001307
37,9833.48,1.42511,0.65578,0.00285,0.96981,0.90385,0.94383,0.62903,1.31645,0.50682,0.00345,0.0012872,0.0012872,0.0012872
38,10060.3,1.41095,0.64032,0.00293,0.96609,0.90691,0.94169,0.62826,1.29371,0.51287,0.0033,0.0012674,0.0012674,0.0012674
39,10287.6,1.40893,0.66053,0.00293,0.96884,0.90168,0.94395,0.62698,1.32521,0.52746,0.00342,0.0012476,0.0012476,0.0012476
40,10515.3,1.39178,0.62955,0.00286,0.97108,0.90967,0.94599,0.62769,1.31351,0.5071,0.00341,0.0012278,0.0012278,0.0012278
41,10742.4,1.39541,0.61049,0.00285,0.96635,0.90938,0.94668,0.63359,1.32637,0.50339,0.00337,0.001208,0.001208,0.001208
42,10969,1.39806,0.63189,0.00276,0.9722,0.90744,0.94796,0.6361,1.2995,0.48556,0.0032,0.0011882,0.0011882,0.0011882
43,11196.4,1.36949,0.60311,0.00281,0.96945,0.90813,0.9427,0.63348,1.31502,0.48951,0.00319,0.0011684,0.0011684,0.0011684
44,11423.8,1.38786,0.60611,0.00285,0.97107,0.91148,0.94318,0.64246,1.28906,0.48795,0.00322,0.0011486,0.0011486,0.0011486
45,11649.7,1.37586,0.60496,0.00264,0.97032,0.91041,0.94605,0.64705,1.25491,0.48131,0.00316,0.0011288,0.0011288,0.0011288
46,11875.7,1.38223,0.58222,0.0028,0.97788,0.91068,0.94924,0.64232,1.27834,0.47923,0.00306,0.001109,0.001109,0.001109
47,12102,1.35514,0.58813,0.00267,0.97401,0.9152,0.9515,0.64069,1.28384,0.4832,0.00313,0.0010892,0.0010892,0.0010892
48,12329.3,1.37692,0.59861,0.00289,0.97593,0.91288,0.94974,0.63233,1.29406,0.48631,0.00325,0.0010694,0.0010694,0.0010694
49,12556.1,1.35685,0.58283,0.0026,0.97425,0.91683,0.94908,0.64925,1.24482,0.474,0.00302,0.0010496,0.0010496,0.0010496
50,12784.9,1.36629,0.55819,0.00246,0.97525,0.91568,0.95253,0.65098,1.25756,0.45295,0.00312,0.0010298,0.0010298,0.0010298
51,13013.4,1.36508,0.5555,0.00259,0.97814,0.92202,0.95263,0.64794,1.25605,0.45432,0.00308,0.00101,0.00101,0.00101
52,13242.7,1.34443,0.56932,0.0027,0.97363,0.92026,0.95223,0.64955,1.26024,0.46852,0.00313,0.0009902,0.0009902,0.0009902
53,13473.2,1.34427,0.57643,0.00261,0.96757,0.92211,0.95111,0.64575,1.27392,0.46102,0.00303,0.0009704,0.0009704,0.0009704
54,13702.8,1.33574,0.56306,0.00263,0.96676,0.92104,0.95094,0.64396,1.27475,0.46872,0.00307,0.0009506,0.0009506,0.0009506
55,13931.4,1.34274,0.56913,0.0025,0.97445,0.92598,0.95515,0.65634,1.2414,0.44619,0.00304,0.0009308,0.0009308,0.0009308
56,14161.3,1.32591,0.54913,0.00261,0.96835,0.92206,0.95106,0.65452,1.24625,0.45161,0.00299,0.000911,0.000911,0.000911
57,14390.9,1.31786,0.53826,0.00259,0.97141,0.9256,0.95482,0.65312,1.24377,0.44795,0.003,0.0008912,0.0008912,0.0008912
58,14621.1,1.30864,0.54713,0.00251,0.97507,0.92506,0.95737,0.65361,1.24535,0.44576,0.00299,0.0008714,0.0008714,0.0008714
59,14849,1.3306,0.54672,0.00259,0.97689,0.92369,0.95281,0.64615,1.2712,0.45197,0.00295,0.0008516,0.0008516,0.0008516
60,15077.9,1.30311,0.53858,0.00248,0.97097,0.92026,0.95045,0.64562,1.28093,0.44815,0.00295,0.0008318,0.0008318,0.0008318
61,15305.2,1.30097,0.53089,0.00234,0.98006,0.91904,0.95427,0.65308,1.24477,0.44775,0.00308,0.000812,0.000812,0.000812
62,15532.5,1.31375,0.53493,0.00236,0.97856,0.92306,0.95397,0.65923,1.23506,0.44429,0.00297,0.0007922,0.0007922,0.0007922
63,15760.2,1.29924,0.52629,0.00248,0.98047,0.91953,0.95364,0.65735,1.23287,0.43988,0.00292,0.0007724,0.0007724,0.0007724
64,15988.6,1.307,0.53326,0.00239,0.97759,0.92598,0.95232,0.66139,1.22875,0.44134,0.00294,0.0007526,0.0007526,0.0007526
65,16215.7,1.28779,0.49979,0.00232,0.97111,0.93056,0.95752,0.65978,1.22544,0.43236,0.00285,0.0007328,0.0007328,0.0007328
66,16443.5,1.27445,0.50579,0.00232,0.97138,0.93251,0.95829,0.65855,1.23818,0.43902,0.00288,0.000713,0.000713,0.000713
67,16671.8,1.25676,0.5097,0.0024,0.9755,0.92668,0.95385,0.65384,1.23818,0.44457,0.00287,0.0006932,0.0006932,0.0006932
68,16899.1,1.27821,0.49894,0.00229,0.97482,0.93065,0.9542,0.65412,1.2399,0.43272,0.00292,0.0006734,0.0006734,0.0006734
69,17127.8,1.26712,0.4932,0.00235,0.9775,0.93094,0.95643,0.66219,1.2108,0.42585,0.00277,0.0006536,0.0006536,0.0006536
70,17356.4,1.27088,0.49631,0.00233,0.97956,0.93245,0.95705,0.66242,1.22152,0.42775,0.00279,0.0006338,0.0006338,0.0006338
71,17662.3,1.26524,0.49386,0.0023,0.97248,0.93045,0.95828,0.66043,1.22941,0.43199,0.00278,0.000614,0.000614,0.000614
72,17971,1.2608,0.47854,0.00235,0.97705,0.92602,0.95902,0.66566,1.20761,0.4294,0.00283,0.0005942,0.0005942,0.0005942
73,18224.5,1.27327,0.48424,0.00235,0.9783,0.92863,0.95885,0.66694,1.20816,0.42429,0.00282,0.0005744,0.0005744,0.0005744
74,18454.8,1.24427,0.4832,0.00232,0.97558,0.92997,0.95585,0.65952,1.23723,0.42303,0.0028,0.0005546,0.0005546,0.0005546
75,18684.1,1.23266,0.47123,0.00227,0.9752,0.93035,0.9545,0.65775,1.23667,0.42655,0.00284,0.0005348,0.0005348,0.0005348
76,18914.5,1.25283,0.4713,0.00244,0.97919,0.93361,0.95963,0.66331,1.22803,0.41498,0.00286,0.000515,0.000515,0.000515
77,19144.5,1.24494,0.4754,0.0023,0.97716,0.93049,0.95673,0.66428,1.21655,0.4195,0.00278,0.0004952,0.0004952,0.0004952
78,19374.1,1.23924,0.4703,0.00223,0.97843,0.93443,0.95664,0.66581,1.20565,0.42128,0.00271,0.0004754,0.0004754,0.0004754
79,19604.1,1.24548,0.46306,0.00227,0.98165,0.93094,0.95709,0.664,1.21039,0.41909,0.0027,0.0004556,0.0004556,0.0004556
80,19835.4,1.23143,0.45994,0.0022,0.98107,0.92925,0.96095,0.66585,1.20421,0.41879,0.00271,0.0004358,0.0004358,0.0004358
81,20065.2,1.23611,0.46885,0.00223,0.97526,0.93253,0.95774,0.66339,1.21274,0.42091,0.0027,0.000416,0.000416,0.000416
82,20295.1,1.22128,0.45145,0.00211,0.97937,0.93209,0.95683,0.66557,1.21108,0.41994,0.00271,0.0003962,0.0003962,0.0003962
83,20523.9,1.21107,0.44468,0.00211,0.97684,0.93327,0.95633,0.66507,1.21753,0.41577,0.0027,0.0003764,0.0003764,0.0003764
84,20752.9,1.21025,0.45251,0.00208,0.98033,0.93182,0.95721,0.6656,1.21036,0.41433,0.00268,0.0003566,0.0003566,0.0003566
85,20981.1,1.20053,0.43832,0.00197,0.98075,0.93306,0.95726,0.6657,1.21219,0.41523,0.00269,0.0003368,0.0003368,0.0003368
86,21209.3,1.19633,0.42654,0.00208,0.98192,0.93247,0.95661,0.6677,1.20359,0.41381,0.00271,0.000317,0.000317,0.000317
87,21436.2,1.19598,0.43401,0.00208,0.97898,0.93209,0.95618,0.6657,1.20337,0.41359,0.0027,0.0002972,0.0002972,0.0002972
88,21663.5,1.20068,0.44178,0.00212,0.97527,0.93743,0.95635,0.66479,1.20893,0.41021,0.0027,0.0002774,0.0002774,0.0002774
89,21890.1,1.18323,0.43718,0.00204,0.97412,0.93667,0.95681,0.66498,1.2041,0.4096,0.00269,0.0002576,0.0002576,0.0002576
90,22116.8,1.1832,0.43777,0.00211,0.97424,0.93805,0.95771,0.66897,1.20112,0.41348,0.00266,0.0002378,0.0002378,0.0002378
91,22356.7,1.16301,0.38187,0.00199,0.97913,0.93018,0.95532,0.66331,1.20699,0.42195,0.00268,0.000218,0.000218,0.000218
92,22582.6,1.15154,0.36817,0.002,0.97955,0.93184,0.95844,0.66413,1.20572,0.41726,0.00269,0.0001982,0.0001982,0.0001982
93,22808.8,1.14292,0.36313,0.00193,0.97941,0.93514,0.95942,0.66606,1.1971,0.41079,0.00268,0.0001784,0.0001784,0.0001784
94,23034.9,1.14184,0.36126,0.00191,0.97716,0.93361,0.95953,0.6676,1.19549,0.4146,0.00265,0.0001586,0.0001586,0.0001586
95,23260.4,1.15026,0.35775,0.002,0.97729,0.93595,0.95988,0.66514,1.20991,0.41317,0.00271,0.0001388,0.0001388,0.0001388
96,23485.9,1.13493,0.3531,0.00189,0.97947,0.93514,0.96111,0.66586,1.21105,0.40936,0.00269,0.000119,0.000119,0.000119
97,23711,1.13046,0.34781,0.00188,0.9781,0.93724,0.96028,0.66383,1.21069,0.40807,0.0027,9.92e-05,9.92e-05,9.92e-05
98,23936.2,1.12866,0.3486,0.00194,0.98083,0.9359,0.96089,0.66612,1.2011,0.40577,0.00266,7.94e-05,7.94e-05,7.94e-05
99,24161.1,1.12685,0.3474,0.00194,0.98287,0.93514,0.96018,0.6668,1.19976,0.40927,0.00266,5.96e-05,5.96e-05,5.96e-05
100,24386.7,1.1243,0.34237,0.00182,0.98178,0.93438,0.95773,0.66712,1.19761,0.40789,0.00265,3.98e-05,3.98e-05,3.98e-05
